ubs_referencia,localizacao_ubs,link_map_ubs,micro_area,endereco_completo,latitude,longitude,metodo,nota
Muciano Guajara,"Av. Principal, 355 - Guajará, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/skDfKoLb2iqzoAuMA,9,"Travessa Santa Bárbara, Guajará, Nossa Senhora do Socorro - SE",-10.898855,-37.14478,google_api,encontrado_GEOMETRIC_CENTER
Muciano Guajara,"Av. Principal, 355 - Guajará, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/skDfKoLb2iqzoAuMA,9,"Travessa I, Guajará, Nossa Senhora do Socorro - SE",-10.8557523,-37.0929606,google_api,encontrado_GEOMETRIC_CENTER
Muciano Guajara,"Av. Principal, 355 - Guajará, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/skDfKoLb2iqzoAuMA,9,"Travessa E, Guajará, Nossa Senhora do Socorro - SE",-10.8970991,-37.1265527,google_api,encontrado_GEOMETRIC_CENTER
Muciano Guajara,"Av. Principal, 355 - Guajará, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/skDfKoLb2iqzoAuMA,9,"Rua Colonial, Guajará, Nossa Senhora do Socorro - SE",-10.8989307,-37.1556814,manual,coordenada_bairro_verificar
Muciano Guajara,"Av. Principal, 355 - Guajará, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/skDfKoLb2iqzoAuMA,9,"Rua K, Guajará, Nossa Senhora do Socorro - SE",-10.8887496,-37.1583646,google_api,encontrado_GEOMETRIC_CENTER
Muciano Guajara,"Av. Principal, 355 - Guajará, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/skDfKoLb2iqzoAuMA,9,"Rua C, Guajará, Nossa Senhora do Socorro - SE",-10.8876823,-37.1589899,google_api,encontrado_GEOMETRIC_CENTER
Muciano Guajara,"Av. Principal, 355 - Guajará, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/skDfKoLb2iqzoAuMA,9,"Rua Odálio Golveia, Guajará, Nossa Senhora do Socorro - SE",-10.8984778,-37.1495361,google_api,encontrado_GEOMETRIC_CENTER
Muciano Guajara,"Av. Principal, 355 - Guajará, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/skDfKoLb2iqzoAuMA,9,"Rua Balbino José, Guajará, Nossa Senhora do Socorro - SE",-10.897408,-37.150596,google_api,encontrado_GEOMETRIC_CENTER
Muciano Guajara,"Av. Principal, 355 - Guajará, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/skDfKoLb2iqzoAuMA,9,"Rua Bela Vista, Guajará, Nossa Senhora do Socorro - SE",-10.8982054,-37.1497222,google_api,encontrado_GEOMETRIC_CENTER
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,1,"Rua Aramuru, Sao Braz, Nossa Senhora do Socorro - SE",-10.8494447,-37.054448,google_api,encontrado_GEOMETRIC_CENTER
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,1,"Rua Caete, Sao Braz, Nossa Senhora do Socorro - SE",-10.8494823,-37.0521895,manual,coordenada_bairro_verificar
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,1,"Rua Caxico, Sao Braz, Nossa Senhora do Socorro - SE",-10.8485397,-37.052148,manual,coordenada_bairro_verificar
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,1,"Rua Karapato, Sao Braz, Nossa Senhora do Socorro - SE",-10.8534024,-37.0549626,google_api,encontrado_ROOFTOP
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,1,"Rua Pataco, Sao Braz, Nossa Senhora do Socorro - SE",-10.8534024,-37.0549626,google_api,encontrado_ROOFTOP
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,1,"Av. Tomoio, Sao Braz, Nossa Senhora do Socorro - SE",-10.8491635,-37.0541413,google_api,encontrado_GEOMETRIC_CENTER
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,1,"Rua Tapuia, Sao Braz, Nossa Senhora do Socorro - SE",-10.8484499,-37.0545692,google_api,encontrado_GEOMETRIC_CENTER
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,1,"Rua Tupinamba, Sao Braz, Nossa Senhora do Socorro - SE",-10.8485445,-37.0534798,manual,coordenada_bairro_verificar
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,1,"Rua Xoco Guara, Sao Braz, Nossa Senhora do Socorro - SE",-10.8500062,-37.0529754,manual,coordenada_bairro_verificar
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,1,"Rua Xingú, Sao Braz, Nossa Senhora do Socorro - SE",-10.8489106,-37.0523653,manual,coordenada_bairro_verificar
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,1,"Rua Espirito Santo, Sao Braz, Nossa Senhora do Socorro - SE",-10.850387,-37.050555,manual,coordenada_bairro_verificar
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,1,"Av. Florionopolis, Sao Braz, Nossa Senhora do Socorro - SE",-10.8505205,-37.0513121,manual,coordenada_bairro_verificar
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,1,"Rua Mato Grosso, Sao Braz, Nossa Senhora do Socorro - SE",-10.8502049,-37.0525979,manual,coordenada_bairro_verificar
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,1,"Travessa Mato Grosso, Sao Braz, Nossa Senhora do Socorro - SE",-10.8504033,-37.0523887,manual,coordenada_bairro_verificar
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,1,"Rua Santa Catarina, Sao Braz, Nossa Senhora do Socorro - SE",-10.8518979,-37.0535543,manual,coordenada_bairro_verificar
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,1,"Av. Curitiba, Sao Braz, Nossa Senhora do Socorro - SE",-10.8502863,-37.0513742,manual,coordenada_bairro_verificar
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,1,"Travessa Curitiba, Sao Braz, Nossa Senhora do Socorro - SE",-10.8500167,-37.0518566,manual,coordenada_bairro_verificar
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,1,"Av. Eng. Galvão, Sao Braz, Nossa Senhora do Socorro - SE",-10.8505377,-37.0521436,manual,coordenada_bairro_verificar
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,2,"Rua Parana, Sao Braz, Nossa Senhora do Socorro - SE",-10.8519297,-37.0514451,manual,coordenada_bairro_verificar
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,2,"Rua Porto Alegre, Sao Braz, Nossa Senhora do Socorro - SE",-10.8524389,-37.0517073,google_api,encontrado_GEOMETRIC_CENTER
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,2,"Rua Rio de Janeiro, Sao Braz, Nossa Senhora do Socorro - SE",-10.851544,-37.0504742,manual,coordenada_bairro_verificar
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,2,"Rua Sao Paulo, Sao Braz, Nossa Senhora do Socorro - SE",-10.850985,-37.0503306,manual,coordenada_bairro_verificar
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,2,"Av. Engenheiro Luciano Santana Gaalvão, Sao Braz, Nossa Senhora do Socorro - SE",-10.8505377,-37.0521436,manual,coordenada_bairro_verificar
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,2,"Rua 05, Sao Braz, Nossa Senhora do Socorro - SE",-10.8937909,-37.122709,google_api,encontrado_ROOFTOP
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,2,"Travessa 19, Sao Braz, Nossa Senhora do Socorro - SE",-10.855582,-37.0527967,google_api,encontrado_RANGE_INTERPOLATED
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,2,"Travessa 17, Sao Braz, Nossa Senhora do Socorro - SE",-10.8555666,-37.0528207,google_api,encontrado_ROOFTOP
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,2,"Rua Espirito Santo, Sao Braz, Nossa Senhora do Socorro - SE",-10.850387,-37.050555,manual,coordenada_bairro_verificar
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,2,"Rua Goias, Sao Braz, Nossa Senhora do Socorro - SE",-10.8502756,-37.0497129,manual,coordenada_bairro_verificar
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,2,"Rua Mato Grosso, Sao Braz, Nossa Senhora do Socorro - SE",-10.8502049,-37.0525979,manual,coordenada_bairro_verificar
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,2,"Travessa 16, Sao Braz, Nossa Senhora do Socorro - SE",-10.8553764,-37.0528848,google_api,encontrado_ROOFTOP
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,2,"Travessa Maria Freire, Sao Braz, Nossa Senhora do Socorro - SE",-10.8307986,-37.0706023,google_api,encontrado_GEOMETRIC_CENTER
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,2,"Travessa 20, Sao Braz, Nossa Senhora do Socorro - SE",-10.85536,-37.0529094,google_api,encontrado_RANGE_INTERPOLATED
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,2,"Rua A (Jardim Esperança), Sao Braz, Nossa Senhora do Socorro - SE",-10.844759,-37.0516787,google_api,encontrado_GEOMETRIC_CENTER
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,2,"Rua B (Jardim Esperança), Sao Braz, Nossa Senhora do Socorro - SE",-10.8447381,-37.0512203,google_api,encontrado_GEOMETRIC_CENTER
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,3,"Rua 09, Sao Braz, Nossa Senhora do Socorro - SE",-10.8494823,-37.0521895,manual,coordenada_bairro_verificar
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,3,"Rua 03, Sao Braz, Nossa Senhora do Socorro - SE",-10.8534024,-37.0549626,google_api,encontrado_ROOFTOP
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,3,"Rua 02, Sao Braz, Nossa Senhora do Socorro - SE",-10.9004124,-37.1001707,google_api,encontrado_GEOMETRIC_CENTER
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,3,"Rua 01, Sao Braz, Nossa Senhora do Socorro - SE",-10.8532956,-37.0750005,google_api,encontrado_GEOMETRIC_CENTER
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,3,"Rua Distrito Federal, Sao Braz, Nossa Senhora do Socorro - SE",-10.848655,-37.0504601,manual,coordenada_bairro_verificar
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,3,"Rua Minas Gerais, Sao Braz, Nossa Senhora do Socorro - SE",-10.8499216,-37.0499503,manual,coordenada_bairro_verificar
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,3,"Rua Goias, Sao Braz, Nossa Senhora do Socorro - SE",-10.8502756,-37.0497129,manual,coordenada_bairro_verificar
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,3,"Av. Curitiba, Sao Braz, Nossa Senhora do Socorro - SE",-10.8502863,-37.0513742,manual,coordenada_bairro_verificar
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,3,"Av. Florionopolis, Sao Braz, Nossa Senhora do Socorro - SE",-10.8505205,-37.0513121,manual,coordenada_bairro_verificar
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,3,"Rua Mato Grosso, Sao Braz, Nossa Senhora do Socorro - SE",-10.8502049,-37.0525979,manual,coordenada_bairro_verificar
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,3,"Rua Mato Grosso do Sul, Sao Braz, Nossa Senhora do Socorro - SE",-10.8505602,-37.0506611,manual,coordenada_bairro_verificar
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,4,"Rua Tapuia, Sao Braz, Nossa Senhora do Socorro - SE",-10.8484499,-37.0545692,google_api,encontrado_GEOMETRIC_CENTER
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,4,"Rua Kariri-Xoco, Sao Braz, Nossa Senhora do Socorro - SE",-10.8503224,-37.0545204,google_api,encontrado_GEOMETRIC_CENTER
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,4,"Rua Novo Acesso, Sao Braz, Nossa Senhora do Socorro - SE",-10.8483834,-37.0544399,google_api,encontrado_GEOMETRIC_CENTER
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,4,"Av. Tupiniquins, Sao Braz, Nossa Senhora do Socorro - SE",-10.8503293,-37.05366,manual,coordenada_bairro_verificar
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,4,"Av. Tamoio, Sao Braz, Nossa Senhora do Socorro - SE",-10.8491635,-37.0541413,google_api,encontrado_GEOMETRIC_CENTER
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,4,"Rua Potiguara, Sao Braz, Nossa Senhora do Socorro - SE",-10.849552,-37.0551432,google_api,encontrado_GEOMETRIC_CENTER
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,4,"Rua 07, Sao Braz, Nossa Senhora do Socorro - SE",-10.8586131,-37.0916369,google_api,encontrado_GEOMETRIC_CENTER
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,4,"Rua 08, Sao Braz, Nossa Senhora do Socorro - SE",-10.8935105,-37.1278298,google_api,encontrado_RANGE_INTERPOLATED
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,4,"Rua 09, Sao Braz, Nossa Senhora do Socorro - SE",-10.8494823,-37.0521895,manual,coordenada_bairro_verificar
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,4,"Rua 10, Sao Braz, Nossa Senhora do Socorro - SE",-10.8496333,-37.0527733,manual,coordenada_bairro_verificar
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,4,"Rua 11, Sao Braz, Nossa Senhora do Socorro - SE",-10.8500062,-37.0529754,manual,coordenada_bairro_verificar
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,4,"Rua 12, Sao Braz, Nossa Senhora do Socorro - SE",-10.8465636,-37.069999,google_api,encontrado_GEOMETRIC_CENTER
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,4,"Rua 13, Sao Braz, Nossa Senhora do Socorro - SE",-10.8457075,-37.0689949,google_api,encontrado_GEOMETRIC_CENTER
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,4,"Rua 14, Sao Braz, Nossa Senhora do Socorro - SE",-10.8706436,-37.0769102,google_api,encontrado_GEOMETRIC_CENTER
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,4,"Rua 15, Sao Braz, Nossa Senhora do Socorro - SE",-10.8444623,-37.0678851,google_api,encontrado_GEOMETRIC_CENTER
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,4,"Rua Bras, Sao Braz, Nossa Senhora do Socorro - SE",-10.8534024,-37.0549626,google_api,encontrado_ROOFTOP
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,4,"Rua Diego Emerson, Sao Braz, Nossa Senhora do Socorro - SE",-10.8455629,-37.0503647,google_api,encontrado_GEOMETRIC_CENTER
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,4,"Av. Eng. Luciano Galvão, Sao Braz, Nossa Senhora do Socorro - SE",-10.8505377,-37.0521436,manual,coordenada_bairro_verificar
Valter Rocha,"Tv. 3 A Jd Mariana, 500 - Lot. Jardim Mariana, Nossa Sra. do Socorro - SE, 49160-000",https://maps.app.goo.gl/RhAmaYNywDHYjnQU9,4,"Rua D3, Sao Braz, Nossa Senhora do Socorro - SE",-10.8329192,-37.052885,google_api,encontrado_GEOMETRIC_CENTER
